Horizon,Accuracy,Precision,Recall,F1_score,AUC,correct_down,incorrect_down,correct_up,incorrect_up,OBV,%K,%D,MACD,Signal
11,0.8515901060070671,0.8257565600252582,0.9302325581395349,0.8839779005524862,0.9172428242195684,0.7297297297297297,0.2702702702702703,0.9302325581395349,0.06976744186046512,0.2675893262756764,0.1449984220175254,0.14637747030780815,0.22045591497947462,0.22057886641951546
12,0.8197879858657244,0.8133404081858631,0.867816091954023,0.8555240793201133,0.9163503110829906,0.7431192660550459,0.25688073394495414,0.867816091954023,0.13218390804597702,0.28612626985348383,0.1414278835166697,0.13492536610506625,0.207166218814446,0.2303542617103342
13,0.8657243816254417,0.8480638099582019,0.9122807017543859,0.8914285714285715,0.9310254803675857,0.7946428571428571,0.20535714285714285,0.9122807017543859,0.08771929824561403,0.30280449533840964,0.14433194938076968,0.13271241169821826,0.1940028287371651,0.2261483148454374
14,0.8480565371024735,0.8171165644017078,0.9012345679012346,0.8716417910447761,0.9379144985205591,0.7768595041322314,0.2231404958677686,0.9012345679012346,0.09876543209876543,0.28382228371916635,0.1453044870308254,0.12699128525991166,0.21019476855518346,0.2336871754349132
15,0.8798586572438163,0.8444891777710456,0.9308176100628931,0.896969696969697,0.9623655913978495,0.8145161290322581,0.18548387096774194,0.9308176100628931,0.06918238993710692,0.30709814798622487,0.1360916903468425,0.11937738747669528,0.20720687066724014,0.23022590352299724
16,0.8975265017667845,0.8743601608185906,0.9602272727272727,0.9209809264305178,0.9608113848768054,0.794392523364486,0.205607476635514,0.9602272727272727,0.03977272727272727,0.2930422170673112,0.13207515663446195,0.12970302992432406,0.21127260996773775,0.23390698640616503
17,0.911660777385159,0.8940138291892433,0.9473684210526315,0.9283667621776504,0.964703425229741,0.8571428571428571,0.14285714285714285,0.9473684210526315,0.05263157894736842,0.3215736213179521,0.11388047673611275,0.11863984356810198,0.20810962631970997,0.23779643205812329
18,0.8692579505300353,0.8202936460686707,0.9342105263157895,0.8847352024922118,0.9617818400964243,0.7938931297709924,0.20610687022900764,0.9342105263157895,0.06578947368421052,0.3088002449441663,0.12082418250315703,0.11785462789199747,0.2197271444042179,0.23279380025646132
19,0.8798586572438163,0.8520467853636743,0.926829268292683,0.8994082840236686,0.9562410329985653,0.8151260504201681,0.18487394957983194,0.926829268292683,0.07317073170731707,0.3282251778115009,0.11192536594431078,0.12437601115727044,0.2179900667816164,0.21748337830530157
20,0.8798586572438163,0.8509219886473285,0.9333333333333333,0.9005847953216375,0.9565485362095532,0.8050847457627118,0.19491525423728814,0.9333333333333333,0.06666666666666667,0.31930558275324866,0.12034050057192627,0.11625997230235441,0.2112460557345844,0.23284788863788597
21,0.8939929328621908,0.8608563885319628,0.9829545454545454,0.9202127659574468,0.9629619796091758,0.7476635514018691,0.2523364485981308,0.9829545454545454,0.017045454545454544,0.33437511801933856,0.11860981725157835,0.1085854994909406,0.2089837659326271,0.22944579930551545
22,0.901060070671378,0.8854783818026217,0.9289940828402367,0.9181286549707602,0.9678189556732066,0.8596491228070176,0.14035087719298245,0.9289940828402367,0.07100591715976332,0.340877503458717,0.11310521944898025,0.11521759762789806,0.21598537223554237,0.21481430722886233
23,0.872791519434629,0.8136089139697749,0.9735099337748344,0.8909090909090909,0.9479229379891632,0.7575757575757576,0.24242424242424243,0.9735099337748344,0.026490066225165563,0.3319326767573393,0.1242222670681146,0.12604204938032545,0.19721028837116594,0.2205927184230546
24,0.8975265017667845,0.8824902651265001,0.9367816091954023,0.9183098591549296,0.9655436043446166,0.8348623853211009,0.1651376146788991,0.9367816091954023,0.06321839080459771,0.35591675194505,0.11082167477394175,0.11351042094032614,0.20466039058506705,0.21509076175561498
25,0.8975265017667845,0.8692865153086053,0.9520958083832335,0.9164265129682997,0.9720730951889325,0.8189655172413793,0.1810344827586207,0.9520958083832335,0.04790419161676647,0.33914288264698317,0.11511488370171621,0.11874991718502405,0.2129080124140052,0.21408430405227138
26,0.911660777385159,0.91946144478644,0.9180327868852459,0.9307479224376731,0.9710109289617487,0.9,0.1,0.9180327868852459,0.08196721311475409,0.34668403142018267,0.10755304882897518,0.11881285718137433,0.20468457482369468,0.22226548774577318
27,0.8833922261484098,0.869467336888723,0.9186046511627907,0.9054441260744986,0.967394720301697,0.8288288288288288,0.17117117117117117,0.9186046511627907,0.08139534883720931,0.3486703290044617,0.11278586922638195,0.1107760126221782,0.2112019697045004,0.21656581944247777
28,0.9045936395759717,0.8794510229626594,0.9454545454545454,0.920353982300885,0.9789419619928095,0.847457627118644,0.15254237288135594,0.9454545454545454,0.05454545454545454,0.3594119157782307,0.10897770943391699,0.11128465243804408,0.20532695876732365,0.2149987635824846
29,0.8833922261484098,0.8580349801097851,0.9056603773584906,0.897196261682243,0.9520440251572326,0.8548387096774194,0.14516129032258066,0.9056603773584906,0.09433962264150944,0.37370282135874205,0.09341618533292234,0.10066351898651318,0.2215989213101325,0.21061855301168994
30,0.911660777385159,0.8783464417341085,0.9333333333333333,0.9180327868852459,0.966015037593985,0.8872180451127819,0.11278195488721804,0.9333333333333333,0.06666666666666667,0.38340903475552357,0.10267193695444063,0.09930308465076125,0.20161606596964385,0.2129998776696308
