Horizon,Accuracy,Precision,Recall,F1_score,AUC,correct_down,incorrect_down,correct_up,incorrect_up,OBV,%K,%D,MACD,Signal
17,0.8269896193771626,0.8067754550480128,0.8698224852071006,0.8546511627906976,0.9127342209072978,0.7666666666666667,0.23333333333333334,0.8698224852071006,0.1301775147928994,0.25811086817759216,0.1651491161111154,0.16197053240687467,0.20994139664915581,0.20482808665526198
18,0.842560553633218,0.8450217900218042,0.8804347826086957,0.8768606224627876,0.9076086956521738,0.7761904761904762,0.22380952380952382,0.8804347826086957,0.11956521739130435,0.27612680282336255,0.1670405956728155,0.1494457076515798,0.20460980966827674,0.20277708418396542
19,0.8391003460207612,0.8227275741031851,0.8808139534883721,0.8669527896995708,0.9176853508248857,0.7777777777777778,0.2222222222222222,0.8808139534883721,0.11918604651162791,0.2646964969417318,0.15746562598940617,0.15670430293265583,0.21472367369139322,0.2064099004448131
20,0.8217993079584776,0.7926387356531737,0.8795180722891566,0.8500727802037845,0.8982270545597022,0.7439024390243902,0.25609756097560976,0.8795180722891566,0.12048192771084337,0.2687832857936532,0.15825374584135682,0.1463333466881331,0.21683980691726149,0.2097898147595954
21,0.8685121107266436,0.8441711684231136,0.9109792284866469,0.8898550724637682,0.9301993425021855,0.8091286307053942,0.1908713692946058,0.9109792284866469,0.08902077151335312,0.27567839374453523,0.15958736241987867,0.15369861958364897,0.21182319215714218,0.19921243209479494
22,0.8252595155709342,0.7937830885829109,0.8780487804878049,0.8508124076809455,0.9081646341463414,0.756,0.244,0.8780487804878049,0.12195121951219512,0.29205618240315745,0.15557205039213792,0.14315575087210244,0.2059592065113113,0.2032568098212909
23,0.828719723183391,0.7882144958539854,0.9279279279279279,0.8619246861924686,0.9119629833915548,0.6938775510204082,0.30612244897959184,0.9279279279279279,0.07207207207207207,0.2923028241266228,0.1582442753409605,0.14234117649390515,0.2021500488220915,0.20496167521642017
24,0.8806228373702422,0.87001739878404,0.9124293785310734,0.9034965034965035,0.9367307304277643,0.8303571428571429,0.16964285714285715,0.9124293785310734,0.08757062146892655,0.2918048655683328,0.1491089937273838,0.14656763795687452,0.21028377503160295,0.20223472771580583
25,0.842560553633218,0.7968057531723176,0.9320987654320988,0.869064748201439,0.9399606299212597,0.7283464566929134,0.27165354330708663,0.9320987654320988,0.06790123456790123,0.2968193817057735,0.14759407640252878,0.14385217416010426,0.2096257114578648,0.20210865627372857
26,0.8217993079584776,0.7922131443027808,0.906158357771261,0.8571428571428572,0.9288392293700583,0.70042194092827,0.29957805907172996,0.906158357771261,0.093841642228739,0.30030515126901103,0.14053554488807785,0.14492671882939998,0.20540650782108177,0.20882607719242935
27,0.8737024221453287,0.8538125372930127,0.9291784702549575,0.8998628257887517,0.9478753541076488,0.7866666666666666,0.21333333333333335,0.9291784702549575,0.0708215297450425,0.3059863101261919,0.13846294615968574,0.15011285807377947,0.20222862439547687,0.20320926124486619
28,0.8477508650519031,0.8265216284912851,0.8875739644970414,0.872093023255814,0.9240199704142011,0.7916666666666666,0.20833333333333334,0.8875739644970414,0.11242603550295859,0.3111339842647288,0.14325771129819287,0.13833009998549126,0.20191077753461661,0.20536742691697046
29,0.870242214532872,0.8298609160962738,0.9418960244648318,0.8914616497829233,0.9469644358346431,0.7768924302788844,0.22310756972111553,0.9418960244648318,0.0581039755351682,0.3139340502057649,0.1429345656999635,0.1430649336294849,0.20134319855259414,0.19872325191219262
30,0.870242214532872,0.8314930605852039,0.9424242424242424,0.8923959827833572,0.9459127565982404,0.7741935483870968,0.22580645161290322,0.9424242424242424,0.05757575757575758,0.31094219121803335,0.14215413632400195,0.14106338439795021,0.20010147234887848,0.20573881571113606
