Horizon,Accuracy,Precision,Recall,F1_score,AUC,correct_down,incorrect_down,correct_up,incorrect_up,OBV,%K,%D,MACD,Signal
11,0.7889273356401384,0.7755006363600206,0.8323529411764706,0.8226744186046512,0.8649530400395452,0.726890756302521,0.27310924369747897,0.8323529411764706,0.1676470588235294,0.2491155824170623,0.19263502893776052,0.17965928609181833,0.19689042686485472,0.1816996756885041
12,0.8598615916955017,0.8301295661650848,0.9331395348837209,0.8879668049792531,0.9250024845955078,0.7521367521367521,0.24786324786324787,0.9331395348837209,0.06686046511627906,0.25866150280210726,0.1797733923802578,0.17401843117646706,0.20602960056258168,0.18151707307858625
13,0.8598615916955017,0.8496953907797256,0.8847262247838616,0.8834532374100719,0.9220155444939307,0.8225108225108225,0.1774891774891775,0.8847262247838616,0.11527377521613832,0.2587474703055897,0.1869964761861277,0.16368786731550194,0.1994103123909299,0.19115787380185073
14,0.8062283737024222,0.7807018099287326,0.8856304985337243,0.8435754189944135,0.8965440439511488,0.6919831223628692,0.3080168776371308,0.8856304985337243,0.11436950146627566,0.2546893332016279,0.18146666184198623,0.1648347736039147,0.20458757500645894,0.19442165634601213
15,0.7993079584775087,0.7635544215705692,0.8641975308641975,0.8284023668639053,0.884544813842714,0.7165354330708661,0.28346456692913385,0.8641975308641975,0.13580246913580246,0.26007379356606064,0.1762373695075808,0.16228372834025306,0.20471797590980245,0.19668713267630294
16,0.8529411764705882,0.8244910912534195,0.930835734870317,0.8837209302325582,0.9195079656174756,0.7359307359307359,0.26406926406926406,0.930835734870317,0.069164265129683,0.25473353366208806,0.17466792842683188,0.16451728719634917,0.2077044805198508,0.1983767701948801
17,0.8269896193771626,0.782733549602314,0.8857142857142857,0.8480243161094225,0.9242440702516748,0.7566539923954373,0.24334600760456274,0.8857142857142857,0.11428571428571428,0.2627991025544554,0.17632732691966221,0.15046440342791176,0.2098672076990753,0.2005419593988954
18,0.8408304498269896,0.8090533604411246,0.8936170212765957,0.8647058823529413,0.9272836024950868,0.7710843373493976,0.2289156626506024,0.8936170212765957,0.10638297872340426,0.2728892797055097,0.17189159636039764,0.15376045121151574,0.20484204933811906,0.19661662338445796
19,0.8148788927335641,0.7940366284841357,0.8840579710144928,0.8507670850767085,0.8964048018909001,0.7124463519313304,0.2875536480686695,0.8840579710144928,0.11594202898550725,0.2696593241511989,0.16986202629477465,0.15761992736168504,0.20456751579907106,0.1982912063932703
20,0.8391003460207612,0.8271888123376424,0.8588235294117647,0.8626292466765141,0.9216880869995057,0.8109243697478992,0.18907563025210083,0.8588235294117647,0.1411764705882353,0.27792605224543093,0.1644275323792289,0.14994376802827122,0.20635039833612012,0.20135224901094886
21,0.8460207612456747,0.8405234329704081,0.8685714285714285,0.872309899569584,0.9198370927318296,0.8114035087719298,0.18859649122807018,0.8685714285714285,0.13142857142857142,0.2890700344335941,0.15112475497030006,0.15344869522892945,0.19750999790571666,0.2088465174614597
22,0.8460207612456747,0.8333017314494691,0.8954802259887006,0.8769017980636239,0.9185078692493948,0.7678571428571429,0.23214285714285715,0.8954802259887006,0.10451977401129943,0.29471866150291604,0.15785244374617,0.14830930237306497,0.20028658748804942,0.19883300488979966
23,0.8754325259515571,0.8483434300044782,0.9327485380116959,0.8985915492957748,0.9410496580434137,0.7923728813559322,0.2076271186440678,0.9327485380116959,0.06725146198830409,0.29797184780701946,0.15128059029017643,0.15273777552996134,0.20158296347183277,0.19642682290101007
24,0.8546712802768166,0.8326152479966481,0.8931750741839762,0.8775510204081632,0.9129000086188853,0.8008298755186722,0.1991701244813278,0.8931750741839762,0.10682492581602374,0.3003471027747047,0.1554824739891516,0.1471225265000627,0.20126041077022852,0.1957874859658524
25,0.8512110726643599,0.8365056297652304,0.9073033707865169,0.8825136612021858,0.9279532341330095,0.7612612612612613,0.23873873873873874,0.9073033707865169,0.09269662921348315,0.31044397860998435,0.1508870174938942,0.14086246573235875,0.1987696455799308,0.199036892583832
26,0.8512110726643599,0.8076025465599709,0.9254658385093167,0.8739002932551319,0.934078998447205,0.7578125,0.2421875,0.9254658385093167,0.07453416149068323,0.31108436281041824,0.14460014161678766,0.14112066429206338,0.20589211565349563,0.19730271562723514
27,0.8477508650519031,0.8305600836050162,0.8930635838150289,0.8753541076487251,0.923871337452661,0.7801724137931034,0.21982758620689655,0.8930635838150289,0.1069364161849711,0.32446539432835736,0.14396986635247033,0.13834657840244896,0.20158467195746158,0.19163348895926177
28,0.8304498269896193,0.8009335851009786,0.9122807017543859,0.8642659279778392,0.9260580830607592,0.711864406779661,0.288135593220339,0.9122807017543859,0.08771929824561403,0.3212135997920189,0.1405995784909823,0.14117293040318088,0.19421636937372783,0.2027975219400902
29,0.8442906574394463,0.815814083980174,0.9117647058823529,0.8732394366197184,0.924270884824518,0.7478991596638656,0.25210084033613445,0.9117647058823529,0.08823529411764706,0.32954800370363113,0.13359601605622026,0.1388653177337842,0.19365197675267637,0.2043386857536881
30,0.8529411764705882,0.844554922579768,0.8935574229691877,0.8824343015214385,0.9300100130549959,0.7873303167420814,0.21266968325791855,0.8935574229691877,0.10644257703081232,0.32451084346669073,0.13398337108676675,0.14300482835968456,0.1900153294983213,0.2084856275885367
