Horizon,Accuracy,Precision,Recall,F1_score,AUC,correct_down,incorrect_down,correct_up,incorrect_up,OBV,%K,%D,MACD,Signal
15,0.9333333333333333,0.9284298143140604,0.9233870967741935,0.9404517453798767,0.9854019320338105,0.946524064171123,0.053475935828877004,0.9233870967741935,0.07661290322580645,0.3293191034959077,0.14718115844110416,0.1487017845728373,0.19201296295802672,0.1827849905321241
16,0.8988505747126436,0.8673415765618022,0.952191235059761,0.9157088122605365,0.9618266066170102,0.8260869565217391,0.17391304347826086,0.952191235059761,0.04780876494023904,0.33937943909655427,0.1509352210766612,0.14898940958336088,0.19400250663996008,0.16669342360346354
17,0.9126436781609195,0.8846042150117386,0.9421487603305785,0.9230769230769231,0.965058022523873,0.8756476683937824,0.12435233160621761,0.9421487603305785,0.05785123966942149,0.3252115563644216,0.1504855228469292,0.14933218354066635,0.19812508666026624,0.1768456505877165
18,0.8988505747126436,0.8908149528839184,0.9118773946360154,0.9153846153846155,0.9696569339851147,0.8793103448275862,0.1206896551724138,0.9118773946360154,0.08812260536398467,0.3291127369304329,0.14170388460690758,0.1467440443632864,0.20104472919765137,0.18139460490172174
19,0.9218390804597701,0.9029266181394553,0.9442231075697212,0.9330708661417324,0.9719816386627403,0.8913043478260869,0.10869565217391304,0.9442231075697212,0.055776892430278883,0.3284841551236014,0.1480300279052699,0.14704484222386416,0.18802255287326533,0.1884184218739993
20,0.8850574712643678,0.8620093451251577,0.9163346613545816,0.9019607843137254,0.9543023557942144,0.842391304347826,0.15760869565217392,0.9163346613545816,0.08366533864541832,0.3369545584471436,0.15105121470772107,0.14062695274245557,0.19153515148354985,0.1798321226191299
21,0.9172413793103448,0.8948697495270871,0.9529411764705882,0.9310344827586207,0.9710566448801743,0.8666666666666667,0.13333333333333333,0.9529411764705882,0.047058823529411764,0.3364021635699732,0.15279618062754577,0.14257784592434974,0.1866084273020052,0.1816153825761261
22,0.9103448275862069,0.8839436674826192,0.923728813559322,0.9178947368421052,0.9741929988927689,0.8944723618090452,0.10552763819095477,0.923728813559322,0.07627118644067797,0.3538765795654745,0.14359670849062345,0.14044245105731945,0.18550194721285712,0.1765823136737255
23,0.8919540229885058,0.8601324145026252,0.9300411522633745,0.905811623246493,0.9622449417009602,0.84375,0.15625,0.9300411522633745,0.06995884773662552,0.35240595396101243,0.15161162673330073,0.1385527429819114,0.18519815684317859,0.17223151948059676
24,0.9218390804597701,0.902653799154909,0.9392712550607287,0.931726907630522,0.9826750796795589,0.898936170212766,0.10106382978723404,0.9392712550607287,0.06072874493927125,0.35080348458147215,0.14505595908031202,0.14107711258323496,0.1850185696010859,0.178044874153895
25,0.9241379310344827,0.9187739111416807,0.9263565891472868,0.9354207436399217,0.978288004204441,0.9209039548022598,0.07909604519774012,0.9263565891472868,0.07364341085271318,0.3525413206693037,0.1403770314394037,0.1416192324397643,0.1847497198776715,0.18071269557385689
26,0.9356321839080459,0.9070013749950078,0.9799196787148594,0.9457364341085271,0.9825106879129422,0.8763440860215054,0.12365591397849462,0.9799196787148594,0.020080321285140562,0.349165723807282,0.14207072031115417,0.14813584164108035,0.18831837701110538,0.1723093372293781
27,0.9103448275862069,0.8917918426371398,0.9325396825396826,0.9233791748526522,0.97330644461792,0.8797814207650273,0.12021857923497267,0.9325396825396826,0.06746031746031746,0.35013425932526515,0.14491474978910843,0.14731402056968615,0.18224124010775586,0.17539573020818447
28,0.9287356321839081,0.9078342224533117,0.951417004048583,0.93812375249501,0.9824489620122319,0.898936170212766,0.10106382978723404,0.951417004048583,0.048582995951417005,0.36360509265505236,0.1439596570970953,0.14052104454519201,0.18059878250425598,0.17131542319840443
29,0.9172413793103448,0.8963200570257507,0.9534883720930233,0.9318181818181819,0.972693032015066,0.864406779661017,0.13559322033898305,0.9534883720930233,0.046511627906976744,0.36983668577048984,0.13482669487159576,0.14264266089136343,0.17590961576754852,0.17678434269900248
30,0.9103448275862069,0.8779291565613886,0.9456066945606695,0.9205702647657842,0.9690675433353259,0.8673469387755102,0.1326530612244898,0.9456066945606695,0.05439330543933055,0.3537581325393883,0.13958540017123697,0.1455319824084095,0.1789704698649726,0.1821540150159927
